Vrid,panelistid,gender,AGEyears,AREA,RELIGIOSITY,QREL2,Q1,Q2,Q3,Q1A,Q1B,Q2A,Q2B,Q3A,Q3B,Q4A,Q4B,Q5A,Q5B,QCHECK,Q6A,Q6B,Q7A,Q7B,Q8A,Q8B,Q9A,Q9B,Q10A,Q10B,EDUCATION,FAMILYNUMBER,FAMILYSTATUS,SELFINCOME,FAMILYINCOME,Q100_19,Q100_0,Q100_1,Q100_2,Q100_3,Q100_4,Q100_5,Q100_6,Q100_7,Q100_8,Q100_9,Q100_10,Q100_11,Q100_12,Q100_13,Q100_14,Q100_15,Q100_16,Q100_17,Q100_18,PROFESSION,END
1215,343239,10010,39,1,1,2,1,1996,חיפה,5,נזק קטןיחסית,11,בשל הרייסה מוחלטץת,6,אין חשש לקריסת הבניין,12,הרס מוחלט,12,הרס מוחלט,8,12,הרס מוחלט,7,חשש להרס מוחלט,8,נזק בחלק מהבניין,8,חשש  מהתמוטטות מוחלטת,10,חשש להרס מוחלט,6,5,2,,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,
1242,241624,10010,29,1,1,2,2,,,4,נגרם נזק אך לא נזק אדיר,9,קרוב לקריסה מוחלטת,6,סדק,12,בלתי ניתן לשיקום והרג של אישה,9,הרס,8,12,אדיר,8,סדק,8,נגרם נזק לבית,7,זזו,9,נזק לקירות,5,2,2,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
1243,331872,10010,22,3,1,1,1,2020,ישראל וטורקיה,8,יש נזק רב אבל לא יותר מידי,11,אמרו קריסה מוחלטת,9,סדק בין בניינים זה נזק ממש גדול,11,אנשים נפגעו עקב ההריסות,10,רוב המבנה עדיין עומד,8,12,הכל הרוס,8,רק סדקים בקירות בלי התמוטטות,10,הריסות רבות,8,רק הקצה נשבר,10,אם זה לא בטיחותי כנראה יש נזק רב,3,5,1,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
1247,353406,10010,28,2,1,2,2,,,7,נזק חמור,10,נזק הרסני,3,נזק קל,10,נזק הרסני,10,הרסני,8,12,חורבן מוחלט,6,בינוני,10,חורבן,7,בינוני,5,סדק,6,5,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
1250,135133,10010,32,3,1,2,2,,,5,נראה קל,7,קריסה,6,סדק,10,בלתי ניתן לשיקום,5,יסודות,8,12,לא ניתן לשקם,7,הרבה סדקים,7,"חדר, יסודות קיימים",4,זזו,6,לא ביטחותי,5,3,2,,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
1254,333429,10010,32,2,1,3,2,,,7,בגלל ההרס,11,בגלל ההרס,4,בגלל ההרס,10,בגלל ההרס,9,בגלל ההרס,8,12,בגלל ההרס,3,בגלל ההרס,10,בגלל ההרס,5,בגלל ההרס,6,בגלל ההרס,5,5,2,,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,
1255,106565,10010,43,3,1,2,2,,,8,נזק בינוני למבנים.,11,הרס משמעותי למבנה,6,סדק קל.,11,הבנין מתמוטט ויש סכנת התמוטטות,8,המבנה העליון התמוטט,8,12,אין זכר למבנה שהיה. הרס לחלוטין,6,סדקים בקירות,9,חלק מהבנין עומד וחלק לא שמיש כלל והרוס,8,מבנה נשבר וחלק מהאבנים אך לא לחלוטין,6,סדקים קלים,6,5,2,,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,
1256,354636,10010,29,1,1,1,1,2020,אילת,9,ניכר שנפלו אבנים מהחומה,10,קשה זה 9-10 למיטב זכרוני,7,"'סדקים קטנים בקירות, נפילה של טיח, נפילת חלקי ארובות. במבנים ישנים ייתכנו סדקים גדולים בקירות'",9,'מבנים ישנים וחלשים רבים מתמוטטים. נזק כבד נגרם  גם למבנים הבנויים היטב: נפילה מאסיבית של קירות וקריסה חלקית של שלד המבנה.',8,"'במעט מבנים רגילים מתרחשת נפילה מאסיבית של קירות,  ואילו מבנים ישנים וחלשים עלולים להתמוטט'",8,10,מבנים רבים הבנויים היטב מתמוטטים.,6,"מבנים רבים סובלים מנזק קל שאינו בשלד המבנה, כמו למשל סדקים דקים",9,מבנים ישנים וחלשים רבים מתמוטטים. נזק כבד נגרם  גם למבנים הבנויים היטב: נפילה מאסיבית של קירות וקריסה חלקית של שלד המבנה.,7,"סדקים קטנים בקירות, נפילה של טיח, נפילת חלקי ארובות",7,"מבנים רבים הבנויים היטב סובלים מנזק מתון:  סדקים קטנים בקירות, נפילה של טיח, נפילת חלקי ארובות. במבנים ישנים ייתכנו סדקים גדולים בקירות והתמוטטות של קירות פנימיים.",4,2,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
1257,339574,10010,36,1,1,1,2,,,10,כי יש הרס,10,כי יש הרס,10,כי יש הרס,12,הרבה הרס,12,הרס אדיר,8,12,הרס אדיר,8,הרס אדיר,12,הרס אדיר,8,הרס  ניתן לתיקון,12,הרס אדיר,3,4,2,,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,
1259,513491,10010,18,1,1,3,2,,,6,יש הרס אבל לא המון,9,כי המבנה ממש הרוס אבל עוד לא לגמרי,6,כי יש סדקים אבל הוא לא נהרס ממש,10,כי זה נהרס כל כך שאי אפשר לשקם ומישהי מתה,7,כי יש הרס חלקי אבל לא מאוד גדול,8,11,כל הבניין ממוטט,6,יש סדקים אבל לא נשברו קירות וכו..,8,כי חלק מממש התמוטט,7,יש הרס מעט ממש,6,יש סדקים אבל לא נשברו קירות,3,6,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
1260,548159,10010,22,2,1,3,2,,,3,המבנה נותר יציב למעט נפילות,10,ניזוק בצורה קשה,8,כי זה מאיים על כל היציבות של הבנין,12,משרתת ממוצא רוסי נהרגה,12,יכול לגרום למוות,8,12,לא נשאר מבנה בכלל,4,זק קל יחסית,6,לא הצלחתי לראות את התמונה,4,לא יודעת,8,מבנה נמצא בסיכון,4,3,2,,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
1263,411249,10010,22,1,1,2,1,2021,בחיפה  הייתי בבית בשבת והרגשתי את המיטה זזה.,6,חלק מהמבנה קרס.,11,כי הוא קרוב לקריסה מוחלטת,8,הסדק חוצה את הנקודה החלשה ביותר,10,והמגדל נמצא בסכנת התמוטטות. מסכן חיי אדם,11,סכנה לחיי אדם,8,12,הבניין קרס. סכנה מוחלטת לחיי אדם,4,"סדק מול הדלת ובקירות, פחות משמעותי",12,קריסה של מבנה ואבנים מדרדרות,11,מצב מסוכןקצה הצריח במגדל דוד נשבר ואבנים זזו ממקומן במגדל השני,11,חוסר בטיחות מעיד על נזק גדול,3,5,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
1264,600959,10010,23,2,1,1,1,2004,ראשון לציון,8,ניתן לראות מבנה הרוס,10,קרוב לקריסה,6,רק סדק,10,סכנת קריסה,10,סכנת קריסה,8,11,קריסה של הבניין,8,סדק,10,קריסה רצינית,8,רק אבנים זזו,4,סדקים,3,2,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
1265,567600,10010,32,3,1,2,2,,,6,קיים הרס לא רב,11,נשמע כמו משהו רציני מאוד,5,נשמע כמו תזוזות קלות,12,מישהו נהרג  צורך בבניה חדשה,10,נראה הרס אבל לא חורבות,8,12,ללא ספק הרס,9,נשמע רציני אבל לא טטלוס,11,נראה הרוס לא מהיסוד,9,דרגה רבה של הרס,11,נזק שמהווה סכנה  אולי בניה לחיזוק,6,3,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
1266,532911,10010,27,4,1,3,1,2002,ירושלים,7,כי יכול היה להיות נזק לאדם,11,קיימת סכנת חיים,6,ככה,12,סכנת חיים,10,סכנת קריסה,8,12,סכנת קריסה אסור להיכנס לאיזור,4,אין סכנת חיים אבל צריך לטפל,10,סכנת קריסה,7,אין סכנה מיידית אבל. צריך לטפל ולאסור כניסה,5,אין סכנה מיידית,5,2,2,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
1267,544820,10010,37,1,1,1,2,,,5,בניין נהרס חלקית,10,בגלל שהוא קרוב לקריסה מוחלטת,8,הסדק יכול להתרחב,10,סכנה להתמותתות של הבנין,8,רק מגדל ניזוק - נראה שניתן לחזק את השאר,8,12,יש צורך בפינוי הבניין,6,סדקים מתגלים בכל בניין עם הזמן,9,אין גישה לבית בגלל ההריסות,6,ניתן לשקם,10,סכנת התמותתות,5,4,2,,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,
1268,469219,10010,30,3,1,3,1,2004,באיזור המרכז. אני הייתי ביהוד,8,נראה שהקירות הפנימיים והחיצוניים התמוטטו,10,היא יצרה נזק רב והבניין בסכנת קריסה בגללה,7,סדק בקיר פנימי,10,"בניין מתמוטט, נמצא בסכנת התמוטטות, ללא יכולת לשקם אותו כתוצאה מהרעידה. בנוסף, הרוגה כתוצאה מהתמוטטות האבנים בבניין",8,התמוטטות קירות חיצוניים ופנימיים,8,10,הבניין נהרס לגמרי. ואילו הבניינים מאחוריו לא- לכן לדעתי זה לא 11.,7,סדקים כתוצאה מהרעידה,8,התמוטטות של קירות פנימיים וחיצוניים,7,"התמוטטות של חלקים מהבניין, ואבנים זזות ממקומן. אבל קירות לא התמוטטו",8,מבנה ישן שעלול לקרוס. מתאים ל8,5,7,2,,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,
1269,275637,10010,25,2,1,2,1,2010,ישראל,1,אין אנשים נבהלים ואין ראייה כי משהו קורה למבנה,9,מדובר על רעידת אדמה בעוצמה גבוהה שכן מבנה הבניין ניזוק משמעותית והוא עלול להתמוטט,7,מתואר פגיעה מסוימת בבניין אך לא פגיעה משמעותית,9,הבניין בסכנת התמוטטות ולא ניתן לשפצו לכן ניתן להבין כי מבנה הבניין ניזוק משמעותית אך הבניין עדיין עומד,6,אנו רואים כאן כי רק חלק ממבנה הבניין נפל,8,11,כל מבנה הבניין קרס,7,מצויין נזק לבניין אך לא ברמה שתוביל להתמוטטתו,10,חלק מהבניין קרס,4,לא נשמע שיש פגיעה למבנה הבניין אך כן הייתה תזוזה,10,אם לא בטיחותית ניתן להשיג כי קורות הבניין נפגמו,3,5,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
1271,590373,10010,22,3,1,1,1,2015,ישבתי בסלון בבית בשוהם,7,חלק מהמבנה קרס. מעבר לזה לא נגרם נזק נוסף.,9,הוא לא קרס עדיין. אבל מבנה הבניין נהרס.,6,סדקים רבים ללא נפילות.,9,קריסה של חלקי המבנה ללא התמוטטות כללית. החלקים שקרסו הרגו בת אדם.,7,סדקים רציניים בחלקים החיצוניים והגבוהים של המבנה (צריח). יש על הקרקע חלקי מבנה שקרסו. הרוב המוחלט של המבנה נשאר עומד.,8,9,המבנה החלש קרס כולל הרס השלד של הבניין. ברקע רואים מבנים שלא קרסו. לכן זוהי לא קריסה כללית.,6,ישנו נזק קל - סדקים ללא קריסה.,7,נזק בינוני - קריסה של חלקי בניין ללא השלד של המבנה.,6,"'מבנים רבים סובלים מנזק קל שאינו בשלד המבנה, כמו למשל סדקים דקים ונפילת חלקי טיח קטנים.'",6,"מבנה שאינו סובל מנזק בשלד המבנה, אך כן יש בו סדקים.",3,4,1,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
1273,265239,10010,23,2,1,2,1,2004,בישראל בצפון,7,התפרקות קלה של האבנים,11,צורה קשה וקריסה מוחלטת נשמע נזק רציני,5,לא היה נזק משמעותי אלא רק תזוזה קלה שגרמה לסדק שהיה קיים,12,חורבן,10,הרס לא גדול,8,11,התמוטטות,4,נזק קל,11,נ,10,נ,9,נזק לא ממשי,5,6,8,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
1274,618586,10010,25,1,1,3,1,2012,"ביישוב מירון, בשעות הערב המאוחרות  אם אני לא טועה בשנת 2012",8,נראה שבמבנה נוצרו סדקים גדולים וחלק ממנו קרס,11,ניכר כי המבנה נחרב כמעט כולו והוא לקראת קריסה מוחלת של המבנה כולו,8,ניכר כי ישנם סדקים גדולים בקירות ובמקומות החשובים לייצובו של המבנה,12,מאחר ומצויין כי ישנו נזק משמעותי שהוא בלתי ניתן לשיקום. ניתן להסיק כי הנזק בלתי הפיך וכי רעידת האדמה החריבה את המבנה.,8,נראה כי נגרם נזק כבד שגרם לחלק מהמבנה להיסדק בצורה קשה ואף לקרוס.ץ אך ניכר כי שלד המבנה עדיין יציב וקיים.,8,11,ניכר כי מרבית המבנים נהרסו אך מאחור ישנו מבנה שעדיין עומד על תילו,6,ניכר כי הסדקים הינם קלים ולא גרמו לנזק של ממש וגם מקום הסדקים הוא בקירות ולא בשלד המבנה,9,ניכר כי יש נפילה מאסיבית של קירות וכי חלק משלד המבנה התמוטט גם הוא,7,נראה כי רק החלק העליון של המבנה נפגע ונפל ושאר המבנה נותר שלם,7,ניכר כי שינם במבנה סדקים שגורמים לחוסר בטיחות אך לא כי יש התמוטטות של חלקים מן המבנה,6,2,2,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
1275,245003,10010,42,2,1,2,2,,,7,מפני שנראה שלא היה נזק רציני לבניין..,9,משום שהבניין קרוב לקריסה.,7,משום שכתוב שהיו סדקים במבנה.,8,משום שאישה נהרגה מנפילת אבנים עליה.,8,משום שחלק מהמבנה התמוטט לגמרי.,8,10,משום שזה נראה בניין הבנוי די טוב שהתמוטט.,6,משום שבכנסייה יש רק סדקים.,8,משום שקירות של מבנה זה התמוטטו.,7,משום שהנזק במגדל דוד לא היה גדול כ'כ.,6,משום שישנם סדקים בכנסייה.,4,6,2,,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,11,
1277,591816,10010,30,3,1,2,2,,,3,אין נזק ממשי לרכוש או אנשים.,9,מצויין במשפט שהבניין ניזוק בצורה קשה אבל עדיין לא נגרמה קריסה לחלטין.,2,נוצר סדק בלבד ולכן אין נזק ממשי,12,אדם נהרג ולכן ההרס הוא אדיר ומשמעותי.,4,הבניין נראה ישן ולכן הנזק לא גדול,8,12,בניין קרס לגמרי וגרם להרס של בתים ובניינים,2,"סה'כ סדק, לא נגרם נזק רציני",12,מדובר בבתי מגורים של אנשים,4,לא נגרם נ זק לרכוש,4,כי נותרו סדקים בקיר ולא שברים,5,6,2,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
1280,616715,10010,22,3,1,2,1,2004,בבית,6,חלק מהמבנה הרוס,11,קרוב לקריסה מוחלטת,9,סדק שחצה חלק מבניין,10,נזק משמעותי והרוג,8,חלק מהמבנה נחצה לשניים,8,12,"נזק אדיר כל המבנה נהרס, במידה והיו אנשים בפנים הם לא שרדו.",4,סדק בלבד,9,"חלק מהמבנה נהרס, נראה גם כי האנשים לכודים",7,"לא נחרב לגמרי , יש סדקים",5,סדקים בקירות של כנסיה,3,4,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
1281,222835,10010,25,3,1,2,2,,,6,"נראה כמו נזק מזערי , לא פגע בשלד של המבנה",10,כי נאמר במשפט שהמבנה קרוב לקריסה מוחלטת,6,כי זה נשמע נזק מזערי,9,לפי מה שמתואר ומדרג את רמת הנזק ה הכי רלוונטי,10,המבנה נחצה ל2,8,8,הכי מתאים למדרג הנזק,6,לפי המתואר הכנסיה עומדת וישנה בסה'כ סדק,11,נראה מבנה הרוס,7,נשמע הכי מתאים לדירוג,6,עקב הסדקים והקירות שמתקפלים,4,5,2,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
1282,281770,10010,29,2,1,2,2,,,6,המבנה נהרס קליל,12,חשש לחיי בני אדם במידה ויקרוס,6,אפשר לתקן,12,אין אפשרות לתקן ומסוכן מאוד מפני שעלול להתמוטט,10,חשש להתמוטטות,8,12,הרס מוחלט,6,נזק שניתן לתקן ולבדוק,10,נזק משמעותי לבית,10,צריך לבדוק האם ניתן לתקן או שיש סכנת קריסה,11,סכנה,3,3,2,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
1284,603534,10010,33,1,1,1,1,2010,Это произошло ночью в Украине,8,сильно разрушено,8,сильно разрушено,7,сильно разрушено,7,сильно разрушено,10,сильно разрушено,8,12,полное разрушение,4,частичное разрушение,10,сильное разрушение,8,частичное разрушение,9,опасно,6,3,2,,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
1287,235903,10010,45,2,1,2,2,,,6,נראה שניתן להמשיך לתהפלל במקום,10,מכיוון ש-12 זו הדרגה שהבניין נחרב לגמרי ונראה שכאן מדובר במועד קרוב של קריסת הבניין,4,סדק אינו מעיד על קריסה של בניין ועדיין ניתן להתגורר בו. נדרשת בדיקת מהנדס אבל ייתכן והבניין יחזיק מעמד עוד שנים רבות,10,סכנת התמוטטות ולא ניתן יותר לאכלוס זה כאילו שהבניין נחרב.,5,נראה כי הפגיעה היא רק בחלק העליון וכל הנביין שלם. לא רואים סדקים בבניין,8,12,זה חורבן מלא ולא ניתן לשיקום כלל.,5,סדק אין משמעותו הרס. הכל תלוי הנדסית היכן הנזק. הבניין יכול להמשיך להיות כך עוד שנים רבות,6,יש הרס אבל לא של כל המבנה. לא נראים סדקים. ייתכן וגם היו פצועים אבל לא רלוונטי לרמת הנזק עצמו.,3,מדוב רבנזק קל לאחר רעידה ולא קריסה או סדקים.,7,אומנם הנזק לא גבוה לעין אבל הסדקים עצמם כנראה יובילו להתמוטטות ולכן זה נזק שיהיה גבוה,5,1,1,4,,,,,,,,,,,,,,,,,,,,,,6,
1288,600482,10010,28,2,1,1,1,2000,"אני לא זוכרת, הייתי קטנה",9,נראה כמו מבנה חזק שבנוי היטב שניזוק,9,מבנה בנוי היטב ניזוק בצורה קשה,6,מבנים שסובלים מנזקים קלים במקומות חלשים,9,נזק מסיבי ובלתי הפיך,8,"פגיעה למבנה חזק, אך באזור שנראה יחסית חלש",8,9,"מבנים רבים שניזוקים, אך לט נראים בנויים היטב",6,סדק,9,מבנה בנוי היטב שניזוק,7,נזקים קלים יחסית לנקודות חולשה כמו צריח,6,סדקים,5,2,8,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
1291,370574,10010,27,2,1,3,2,,,7,"החלק העליון של הצריח וכן חלק מהמבנה למעלה קרס, כמו נפילת חלקי ארובות",8,אומנם הייתה פגיעה חמורה אך לא נגרמה התמוטטות מוחלטת,6,"הסדק נוצר במקום שמועד לכך (מרחצאות, יש אדים שיכולים לפגוע באיכות הקיר),הסדק נוצר בקלות ולכן לא נגרם נזק כבד",8,"נפילה מאסיבית של קירות, סכנת התמוטטות",7,"נזק מתון, נראה שרק החלק הפנימי ניזוק, כל השאר לא ניזוק",8,9,"פגיעה הרסנית, השלד נפגע. אומנם הבניין נמצא בשלבי בנייה ולכן הוא לא כל כך יציב מלכתחילה.",6,"סדקים לא בשלד הבניין, סדקים קטנים",8,"נפילה מאסיבית, השלד לא נפגע",7,"הצריח הוא כמו נפילת חלקי ארובות, אבנים זזו ממקומן אך לא קרסו",7,סדקים וגם הגג התמוטט,5,7,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
1293,389007,10010,31,2,1,2,2,,,5,לא נראה שיש יותר מדי נזק למבנה ולסביבתו,11,הרעידה הובילה לקריסת המבנה,6,אין קריסה של המבנה והרס ממשי,11,קריסה של המבנה ופגיעה באנשים,11,המבנה נחתך לשניים,8,10,המבנה נהרס,6,ישנה פגיעה במבנה אך הוא לא התמוטט,7,פגיעה במבנה וסביבתו,10,המבנה עלול להתמוטט,9,פגיעה במבנה עד כדי חשש שיתמוטט,6,4,2,,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
1301,154215,10010,31,1,1,1,1,2006,חיפה,6,"נראה כי מדובר בצירך שאינו מאוד יציב, שאר המבנה נראה ללא פגע כולל צריך נוסף",8,רעידה שמביאה לנזק קשה במבנים מסוימים,6,סדק רק באזור חלש,7,קריסה של קירות במבנים,7,נראה ששאר המבנה לא ניזוק,8,9,קריסה חלקית של שלד המבנה,6,סדקים רבים לא קריסת קירות,8,מבנה נראה לא יציב,8,צריח מבנה לא יציב נפגע,7,מבנה ישן שאינו יציב אחרי הרעידה,6,4,2,,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
1302,618617,10010,28,2,1,1,2,,,8,נראה שיש נזק משמעותי למבנה,10,הנזק דומה להגדרה שבסולם,6,סדקים במבנים מפעם נשמע כמו נזק קל יחסית,10,"הנזק שגרם להיותו בלתי ניתן לשיקום, , והמשרתת שנהרגה",9,נזק רב למבנה,8,11,"נזק עצום ובלתי ניתן לתיקון, סכנת מוות לנוכחים במקום",5,סדקים במבנים ישנים זה נזק סביר,10,"הבניין נפגע בצורה קשה מאוד, כמו אחרי הפצצה",7,"לא נזק עצום, ביחס לגיל המבנה",7,"לא נזק עצום, ביחס לגיל המבנה",2,2,8,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
1303,135903,10010,21,2,1,3,2,,,6,זה לא נראה ממש חזק אבל בכל זאת חלק מהבניין התמוטט,9,זה נשמע דרגה די חזקה,6,רק החלקים החלשים התפרקו,10,הבניין כמעט קרס לגמרי ואשה נהרגה,10,ככה,8,10,הבניין קרס לגמרי,8,יש רק סדקים,8,נשאר חלק די יציב מהבניין,9,ככה,9,ככה,4,2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
1304,537758,10010,30,4,1,1,1,2004,"במושב מבוא ביתר, ליד ירושלים",8,נראה שהמבן ישן וחלקים משמעותיים בו התמוטטו,10,"לא נאמר שנהרס לחלוטין, אלא נפגע וקרוב לקריסה",6,"נאמר שיש סדקים, אך אני מניחה שהמבנה ישן",10,"מתארים כי המבנה עדיין עומד, אך בסכנת קריסה",10,נראה שחלקים משמעותיים במבנה קרסו,8,12,נראה שהמבנה קרס לחלוטין,6,"המבנה עוד עומד, רק נפגע ונסדק מעט",10,נראה שחלקים משמעותיים במבנה קרסו,8,לא ברור בדיוק מה מידת הנזק,7,ישנם סדקים בקירות אבל המבנה לא קרס,2,2,8,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
1305,610637,10010,24,1,1,2,1,2008,ישראל,7,המבנה ניזוק והחלק העליון הימני התפרק מעט,11,המבנה קרוב לקריסה מוחלטת אך לא קרס בזמן הרעידה,7,הסדק נגרם בחלק חלש של המבנה,11,הבניין נהרס מבפנים ואינו ניתן לשיקום,8,נוצר סדק גדול במרכז הבניין,8,12,כל המבנה נהרס לחלוטין,6,יש רק סדקים בכנסייה,9,חלק ניכר של המבנה נהרס אך לא נהרס לגמרי,5,הנזק הוא בחלק קטן של המבנה,8,המבנה ניזוק בצורה שיכולה לגרום לו להתמוטט,3,3,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
1306,618449,10010,24,4,1,2,2,,,3,"כי לא נראה שנוצר נזק רב , אלא פשוט המקום ישן ולא טיפלו בו",12,על פי המשפט נראה כי אי אפשר לשהות במקום זה והוא סכנת חיי אדם,6,"על פי התיאור הנ'ל נראה שהמבנה ישן ואינו מתוחזק , ובכל זאת הומה אדם",12,משום שצוין שהמבנה מסכן חיי אדם אשר יכולים להיות שם,8,משום שחלקי המבנה יכולים ליפול על מטיילים באיזור זה,8,12,"מי שנמצא שם מסתכן , ניתן לראות שהבניין קרס חלקית ובתוך זמן קצר יקרוס עד סופו",7,"אם אנשים עדיין בוחרים להגיע , ואנשים לא בוחרים לשפץ את האיזור כנראה שהוא כשיר לתנועה של בני אדם",11,"ניתן לראות שהבניין אינו ראוי למגורי אדם, ומי שממשיך להתגורר שם מסתכן בחייו שלו ושל בני משפחתו",8,צריך לראות האם שאר המקום כשיר למטיילים ו/או לשים סככי הגנה במידה ונופלים אבנים מראש המגדל על מנת שלא יסכנו חיי אדם,8,"עצם זה שצויין שהיא לא בטיחותית אין צורך שאנשים יגיעו אליה או יכנסו אליה, כל עוד לא משפצים את המקום",5,4,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
1307,604092,10010,24,3,1,2,2,,,8,נראה נזק שגרם למבנה להתמוטט בחלקו העליון,10,קרוב לקריסה מוחלטת,6,נזק חיצוני ממשי אך לא הרסני,10,נזק ממשי שעלול לגרום להתמוטטות ופגיעה בחיים,10,נזק ממשי,8,9,נזק,7,נזק,8,נזק,6,נזק,6,נזקק,3,3,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
1310,617975,10010,22,4,1,2,2,,,8,כיוון שהמבנה נהרס קצת אך לא נחרב לחלוטין,11,כיוון שזה כמעט החרבה מוחלטת,9,הבניין ניזוק בצורה קשה אך לא נחרב,10,הבניין לא קרס אך העוצמה הייתה מספיק חזקה כדי להפיל אבנים ואף להרוג,11,הבניין כמעט נחרב קליל,8,12,הבניין קרס לגמרי,8,ישנם נזקים לבניין אך לא קריסה או התמוטטות,10,הבניין נהרס מאוד אך לא לגמרי קרס,9,הבניין כמעט קורס,7,הבניין ניזוק אך לא נהרס,5,4,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
1311,489218,10010,18,2,1,2,1,2019,"אם אני לא טועה זה היה בשנת 2019, הרגשתי אותה בבית",7,לא נגרם הרבה נזק למבנה,11,המבנה קרוב לקריסה מוחלטת,9,סביר להניח מהכתוב שרוב המבנה ניזוק,12,"אדם מת, מבנה בלתי ניתן לשיקום",8,נגרם נזק ושבר במבנה,8,10,נעשה נזק רב,6,סדקים נעשו,8,נזק אך המבנה לא התמוטט,6,נזק קל,6,סדקים נעשו,3,8,1,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
1312,541346,10010,20,2,1,2,1,2017,בישראל,8,ממה שזכור לי,10,קקריסה מוחלטת,8,חלש,7,נרא ה קרוב,11,נרס,8,12,נהרס הכול,9,נראה ככה,12,הוחרב,12,הוחרב,8,סדקים,3,3,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
1313,147447,10010,41,3,1,2,1,2000,לא זוכרת,8,רק חלק מהמבנה קרס,10,המבנה עלול ליפול בכל רגע,10,המבנה מאוד לא יציב,10,הבניין עומד ליפול,8,המגדל לא יציב,8,12,הבניין נפל,6,הבנין עדיין יציב,8,הבנין ניזוק קשות,4,נזק קל,5,יש סדקים אבל הבנין נראה יציב,5,5,2,,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,6,
